 time            v(vin)          v(vmem)        
 1.84629850e-02  1.00148561e+00  6.89142999e-03 
 1.84629969e-02  1.00156652e+00  6.89143282e-03 
 1.84630090e-02  1.00164807e+00  6.89143566e-03 
 1.84630210e-02  1.00172894e+00  6.89143848e-03 
 1.84630330e-02  1.00181026e+00  6.89144132e-03 
 1.84630450e-02  1.00189119e+00  6.89144414e-03 
 1.84630581e-02  1.00197983e+00  6.89144723e-03 
 1.84630733e-02  1.00208258e+00  6.89145081e-03 
 1.84630908e-02  1.00220095e+00  6.89145493e-03 
 1.84631114e-02  1.00234057e+00  6.89145980e-03 
 1.84631360e-02  1.00250649e+00  6.89146558e-03 
 1.84631666e-02  1.00271351e+00  6.89147280e-03 
 1.84632057e-02  1.00297814e+00  6.89148203e-03 
 1.84632599e-02  1.00334410e+00  6.89149479e-03 
 1.84633396e-02  1.00388325e+00  6.89151360e-03 
 1.84634789e-02  1.00482444e+00  6.89154642e-03 
 1.84637573e-02  1.00670681e+00  6.89161202e-03 
 1.84643142e-02  1.01047155e+00  6.89174315e-03 
 1.84654280e-02  1.01800104e+00  6.89200566e-03 
 1.84676557e-02  1.03306001e+00  6.89253090e-03 
 1.84721109e-02  1.06317795e+00  6.89358116e-03 
 1.84810214e-02  1.11037323e+00  6.89568103e-03 
 1.84883386e-02  1.06641765e+00  6.89740428e-03 
 1.84982425e-02  1.00692335e+00  6.89973700e-03 
 1.85117135e-02  9.63196207e-01  6.90291126e-03 
 1.85227038e-02  9.61262728e-01  6.90550168e-03 
 1.85321608e-02  1.03657406e+00  6.90773042e-03 
 1.85429095e-02  1.08710390e+00  6.91026197e-03 
 1.85523440e-02  1.04852235e+00  6.91248525e-03 
 1.85624253e-02  1.03170832e+00  6.91486294e-03 
 1.85724824e-02  1.09181295e+00  6.91723408e-03 
 1.85826070e-02  1.10776122e+00  6.91961985e-03 
 1.85912912e-02  1.01122783e+00  6.92166586e-03 
 1.85999570e-02  9.14898578e-01  6.92370797e-03 
 1.86070373e-02  9.22874942e-01  6.92537775e-03 
 1.86151597e-02  9.32632289e-01  6.92729205e-03 
 1.86283277e-02  9.47656988e-01  6.93039581e-03 
 1.86425186e-02  9.81928566e-01  6.93373942e-03 
 1.86558603e-02  1.09509102e+00  6.93688339e-03 
 1.86684219e-02  1.06390029e+00  6.93984463e-03 
 1.86773716e-02  9.93441655e-01  6.94195372e-03 
 1.86863032e-02  9.75453722e-01  6.94405975e-03 
 1.86966525e-02  9.79894585e-01  6.94649863e-03 
 1.87070834e-02  1.01363364e+00  6.94895304e-03 
 1.87183693e-02  1.06510056e+00  6.95160970e-03 
 1.87377216e-02  1.11485438e+00  6.95617473e-03 
 1.87544052e-02  1.08807554e+00  6.96010804e-03 
 1.87672212e-02  9.93893184e-01  6.96312669e-03 
 1.87803087e-02  8.50976140e-01  6.96620858e-03 
 1.87888590e-02  8.95433167e-01  6.96822196e-03 
 1.87971091e-02  9.38329161e-01  6.97016381e-03 
 1.88077331e-02  9.29157769e-01  6.97266464e-03 
 1.88182087e-02  8.96372181e-01  6.97513248e-03 
 1.88359096e-02  9.12738733e-01  6.97930383e-03 
 1.88479142e-02  1.00137440e+00  6.98213518e-03 
 1.88604037e-02  1.12375373e+00  6.98507861e-03 
 1.88680133e-02  1.04176630e+00  6.98687084e-03 
 1.88757954e-02  9.57920391e-01  6.98870483e-03 
 1.88855535e-02  9.17448887e-01  6.99100580e-03 
 1.88951136e-02  9.25763288e-01  6.99325898e-03 
 1.89039980e-02  9.40564537e-01  6.99535260e-03 
 1.89178881e-02  9.77223262e-01  6.99862630e-03 
 1.89429888e-02  1.00730261e+00  7.00453830e-03 
 1.89736297e-02  1.07162833e+00  7.01175622e-03 
 1.90074511e-02  1.03767120e+00  7.01972623e-03 
 1.90320725e-02  1.00426398e+00  7.02552556e-03 
 1.90648191e-02  1.00458481e+00  7.03323832e-03 
 1.91157878e-02  9.55810807e-01  7.04524390e-03 
 1.91704038e-02  9.93766040e-01  7.05810412e-03 
 1.92251999e-02  1.04384390e+00  7.07101727e-03 
 1.92823505e-02  1.05736639e+00  7.08447523e-03 
 1.93594068e-02  1.06696849e+00  7.10261385e-03 
 1.94472311e-02  9.88510497e-01  7.12330382e-03 
 1.95318931e-02  1.04255773e+00  7.14323899e-03 
 1.96318931e-02  9.80677237e-01  7.16678585e-03 
 1.97318931e-02  1.04504131e+00  7.19032825e-03 
 1.98318931e-02  1.01729694e+00  7.21386305e-03 
 1.99087209e-02  9.55423496e-01  7.23194841e-03 
 1.99717549e-02  1.04278182e+00  7.24678403e-03 
 2.00348383e-02  1.04043099e+00  7.26162965e-03 
 2.00801893e-02  1.01454270e+00  7.27230260e-03 
 2.01147544e-02  7.74159523e-01  7.28043314e-03 
 2.01356484e-02  9.44763462e-01  7.28534702e-03 
 2.01533243e-02  1.05350966e+00  7.28950854e-03 
 2.01693478e-02  1.01796134e+00  7.29328288e-03 
 2.01811813e-02  9.52169274e-01  7.29606726e-03 
 2.01934794e-02  9.21128315e-01  7.29895922e-03 
 2.02060912e-02  9.23715939e-01  7.30192608e-03 
 2.02192228e-02  9.64775780e-01  7.30501713e-03 
 2.02332268e-02  1.00824345e+00  7.30831604e-03 
 2.02566593e-02  1.03889791e+00  7.31383227e-03 
 2.02778679e-02  1.06672965e+00  7.31882142e-03 
 2.02931568e-02  9.60391132e-01  7.32241625e-03 
 2.03087461e-02  9.28614754e-01  7.32608241e-03 
 2.03219243e-02  9.59041232e-01  7.32918508e-03 
 2.03344465e-02  9.46529057e-01  7.33213184e-03 
 2.03549702e-02  1.01357584e+00  7.33696140e-03 
 2.03756671e-02  1.13031274e+00  7.34183355e-03 
 2.03904640e-02  1.06236370e+00  7.34531655e-03 
 2.04045192e-02  9.67604662e-01  7.34862498e-03 
 2.04189768e-02  9.37012940e-01  7.35202857e-03 
 2.04338040e-02  9.45253482e-01  7.35551723e-03 
 2.04483702e-02  9.71069101e-01  7.35894370e-03 
 2.04660057e-02  9.41252182e-01  7.36309304e-03 
 2.04843966e-02  8.38844591e-01  7.36741950e-03 
 2.04969786e-02  9.40528515e-01  7.37037741e-03 
 2.05092463e-02  9.56932786e-01  7.37326081e-03 
 2.05284863e-02  9.71072023e-01  7.37778751e-03 
 2.05493700e-02  9.55245377e-01  7.38270272e-03 
 2.05747491e-02  9.96486099e-01  7.38867368e-03 
 2.05934365e-02  8.53486025e-01  7.39307040e-03 
 2.06117753e-02  9.03428468e-01  7.39738398e-03 
 2.06252470e-02  9.82276292e-01  7.40055304e-03 
 2.06376645e-02  9.43459509e-01  7.40347431e-03 
 2.06510902e-02  9.03490708e-01  7.40663195e-03 
 2.06641783e-02  9.06623862e-01  7.40971406e-03 
 2.06741902e-02  9.77020045e-01  7.41207039e-03 
 2.06840974e-02  1.00717582e+00  7.41440001e-03 
 2.06961227e-02  9.75789879e-01  7.41722812e-03 
 2.07070062e-02  9.65135075e-01  7.41978799e-03 
 2.07287734e-02  9.64566754e-01  7.42490679e-03 
 2.07596938e-02  9.52728512e-01  7.43217906e-03 
 2.08050247e-02  8.89681253e-01  7.44284063e-03 
 2.08529318e-02  8.10200397e-01  7.45410181e-03 
 2.08766345e-02  9.55808518e-01  7.45967480e-03 
 2.09008000e-02  1.04792476e+00  7.46535889e-03 
 2.09212457e-02  1.05123165e+00  7.47016837e-03 
 2.09417360e-02  9.89486566e-01  7.47498801e-03 
 2.09660974e-02  9.35506110e-01  7.48071721e-03 
 2.09954260e-02  9.70498500e-01  7.48761654e-03 
 2.10238586e-02  9.19370900e-01  7.49430455e-03 
 2.10676737e-02  9.21320219e-01  7.50460391e-03 
 2.11025650e-02  9.10085935e-01  7.51280610e-03 
 2.11634078e-02  9.17618738e-01  7.52711425e-03 
 2.12507939e-02  9.97377106e-01  7.54765730e-03 
 2.13214139e-02  9.34322273e-01  7.56426093e-03 
 2.14040235e-02  1.07506426e+00  7.58368056e-03 
 2.14653619e-02  9.14200847e-01  7.59809555e-03 
 2.15307300e-02  8.93309534e-01  7.61345998e-03 
 2.15936197e-02  8.66010574e-01  7.62823820e-03 
 2.16563504e-02  8.78092596e-01  7.64297934e-03 
 2.17219371e-02  9.82864283e-01  7.65839218e-03 
 2.17853238e-02  9.35910035e-01  7.67328925e-03 
 2.18502787e-02  1.01699963e+00  7.68854558e-03 
 2.19502787e-02  9.87121462e-01  7.71203737e-03 
 2.20502787e-02  9.49781825e-01  7.73553251e-03 
 2.21437010e-02  9.14819160e-01  7.75747497e-03 
 2.22228156e-02  1.01004491e+00  7.77605658e-03 
 2.23006652e-02  9.18510175e-01  7.79433526e-03 
 2.23617840e-02  8.73691609e-01  7.80868479e-03 
 2.24267338e-02  8.91686045e-01  7.82393846e-03 
 2.24871758e-02  8.48607598e-01  7.83813123e-03 
 2.25576355e-02  8.15191153e-01  7.85467849e-03 
 2.26099696e-02  9.17058730e-01  7.86696939e-03 
 2.26609720e-02  8.32876465e-01  7.87894070e-03 
 2.27230372e-02  9.78428498e-01  7.89351222e-03 
 2.28144404e-02  9.35821899e-01  7.91497099e-03 
 2.28679311e-02  8.56447449e-01  7.92753476e-03 
 2.29167247e-02  9.22717711e-01  7.93898602e-03 
 2.29776805e-02  9.24567372e-01  7.95328603e-03 
 2.30415969e-02  1.04453049e+00  7.96829162e-03 
 2.31415969e-02  9.97851274e-01  7.99175766e-03 
 2.32086904e-02  8.98555372e-01  8.00749756e-03 
 2.32753910e-02  9.14091398e-01  8.02315105e-03 
 2.33340376e-02  8.22436799e-01  8.03691889e-03 
 2.34340376e-02  7.59261329e-01  8.06037576e-03 
 2.34731967e-02  9.91026261e-01  8.06955979e-03 
 2.35104904e-02  1.03949416e+00  8.07830821e-03 
 2.35360191e-02  9.53941344e-01  8.08430003e-03 
 2.35610774e-02  9.86000830e-01  8.09018165e-03 
 2.36111941e-02  9.36786116e-01  8.10193710e-03 
 2.36730490e-02  9.32642743e-01  8.11643919e-03 
 2.37730490e-02  8.94414550e-01  8.13988735e-03 
 2.38730490e-02  9.28502570e-01  8.16334538e-03 
 2.39730490e-02  8.91841266e-01  8.18679307e-03 
 2.40730490e-02  8.66563499e-01  8.21023763e-03 
 2.41539343e-02  8.96180344e-01  8.22920595e-03 
 2.42539343e-02  9.32089351e-01  8.25264444e-03 
 2.43374329e-02  9.76234374e-01  8.27221651e-03 
 2.44374329e-02  9.19253875e-01  8.29566099e-03 
 2.45340757e-02  7.69649361e-01  8.31830827e-03 
 2.45999832e-02  8.20483052e-01  8.33374917e-03 
 2.46417472e-02  9.91853477e-01  8.34353089e-03 
 2.46794214e-02  8.42454415e-01  8.35235807e-03 
 2.47146462e-02  8.71728896e-01  8.36061802e-03 
 2.47507160e-02  8.58833186e-01  8.36907398e-03 
 2.47895954e-02  9.31929995e-01  8.37817404e-03 
 2.48373270e-02  9.53924835e-01  8.38935366e-03 
 2.48812251e-02  8.87346805e-01  8.39965323e-03 
 2.49222974e-02  8.56705218e-01  8.40927782e-03 
 2.49859487e-02  8.37289842e-01  8.42417734e-03 
 2.50297779e-02  1.03120668e+00  8.43444190e-03 
 2.50701634e-02  1.03653592e+00  8.44390430e-03 
 2.51029891e-02  1.01324098e+00  8.45159564e-03 
 2.51312393e-02  8.84585746e-01  8.45820929e-03 
 2.51623536e-02  9.27277354e-01  8.46549438e-03 
 2.51969133e-02  9.27454701e-01  8.47358586e-03 
 2.52352285e-02  1.03099586e+00  8.48256041e-03 
 2.52689604e-02  9.52869261e-01  8.49046321e-03 
 2.53097605e-02  1.00089908e+00  8.50001605e-03 
 2.53700564e-02  9.33047019e-01  8.51413177e-03 
 2.54297240e-02  9.09991096e-01  8.52810798e-03 
 2.54841008e-02  9.01763545e-01  8.54084339e-03 
 2.55390882e-02  8.74452837e-01  8.55371265e-03 
 2.56023161e-02  9.57651024e-01  8.56851808e-03 
 2.56625956e-02  1.05731037e+00  8.58262778e-03 
 2.57063954e-02  9.67029557e-01  8.59287459e-03 
 2.57533660e-02  1.00416930e+00  8.60387211e-03 
 2.58473070e-02  8.82112279e-01  8.62586424e-03 
 2.59347646e-02  8.40757395e-01  8.64632732e-03 
 2.59966143e-02  8.96151523e-01  8.66080484e-03 
 2.60585611e-02  1.04502211e+00  8.67529974e-03 
 2.61160611e-02  1.10386742e+00  8.68875715e-03 
 2.61562444e-02  9.61744337e-01  8.69816227e-03 
 2.61979558e-02  8.72758224e-01  8.70791623e-03 
 2.62492381e-02  8.77993670e-01  8.71990854e-03 
 2.62844023e-02  9.30045450e-01  8.72813652e-03 
 2.63218136e-02  8.94209841e-01  8.73689121e-03 
 2.63809229e-02  1.01118088e+00  8.75071981e-03 
 2.64285478e-02  9.37411826e-01  8.76185922e-03 
 2.64808716e-02  8.99780319e-01  8.77409679e-03 
 2.65292888e-02  9.78157121e-01  8.78542052e-03 
 2.65729718e-02  9.75527523e-01  8.79563635e-03 
 2.66603379e-02  1.06083697e+00  8.81607646e-03 
 2.67446549e-02  1.06114328e+00  8.83580408e-03 
 2.68041077e-02  9.46885119e-01  8.84970306e-03 
 2.68624702e-02  1.06161565e+00  8.86334980e-03 
 2.69196375e-02  1.09056257e+00  8.87672449e-03 
 2.69569845e-02  9.30477760e-01  8.88545413e-03 
 2.69935560e-02  1.01571085e+00  8.89399867e-03 
 2.70463902e-02  9.56730438e-01  8.90635074e-03 
 2.71059006e-02  1.06708004e+00  8.92026365e-03 
 2.71674803e-02  1.01755430e+00  8.93466154e-03 
 2.72216198e-02  9.88474893e-01  8.94731931e-03 
 2.72756550e-02  9.36575430e-01  8.95994581e-03 
 2.73370582e-02  9.62034187e-01  8.97428770e-03 
 2.74066667e-02  1.01188357e+00  8.99055916e-03 
 2.74768005e-02  9.99367537e-01  9.00695651e-03 
 2.75391073e-02  9.40599379e-01  9.02151835e-03 
 2.76062959e-02  9.96798080e-01  9.03722383e-03 
 2.76708278e-02  1.15243908e+00  9.05230001e-03 
 2.77213593e-02  9.96948110e-01  9.06410589e-03 
 2.77693271e-02  1.03541519e+00  9.07531684e-03 
 2.78290601e-02  9.95347073e-01  9.08927167e-03 
 2.78977931e-02  9.45256737e-01  9.10533241e-03 
 2.79758603e-02  9.29695359e-01  9.12356903e-03 
 2.80731894e-02  8.87941255e-01  9.14630049e-03 
 2.81471398e-02  1.15216158e+00  9.16356884e-03 
 2.82171893e-02  1.01935721e+00  9.17992672e-03 
 2.82761824e-02  1.10619345e+00  9.19370788e-03 
 2.83504344e-02  1.03303127e+00  9.21104583e-03 
 2.84504344e-02  1.01499077e+00  9.23439728e-03 
 2.85504344e-02  1.01259798e+00  9.25774137e-03 
 2.86504344e-02  9.43084747e-01  9.28108351e-03 
 2.87504344e-02  9.13244446e-01  9.30442758e-03 
 2.88209243e-02  9.95467179e-01  9.32087048e-03 
 2.88985836e-02  1.00645197e+00  9.33899882e-03 
 2.89985836e-02  1.01606061e+00  9.36233891e-03 
 2.90907428e-02  1.04812331e+00  9.38383877e-03 
 2.91907428e-02  9.77483545e-01  9.40717592e-03 
 2.92907428e-02  1.08661819e+00  9.43049932e-03 
 2.93907428e-02  1.02904747e+00  9.45383627e-03 
 2.94707406e-02  1.00859755e+00  9.47250682e-03 
 2.95646537e-02  9.03040833e-01  9.49441182e-03 
 2.96199298e-02  1.02553115e+00  9.50729857e-03 
 2.96832291e-02  1.10566629e+00  9.52205473e-03 
 2.97357335e-02  1.05218695e+00  9.53430553e-03 
 2.97847566e-02  1.13073423e+00  9.54574365e-03 
 2.98828027e-02  1.18957877e+00  9.56860083e-03 
 2.99820170e-02  1.47973655e+00  9.59173212e-03 
 2.99859751e-02  1.50355460e+00  9.59265412e-03 
 2.99938912e-02  1.55119071e+00  9.59449840e-03 
 2.99958935e-02  1.56323987e+00  9.59496489e-03 
 2.99966603e-02  1.56785375e+00  9.59514340e-03 
 2.99970849e-02  1.57040899e+00  9.59524231e-03 
 2.99974595e-02  1.57266347e+00  9.59532960e-03 
 2.99977136e-02  1.57419255e+00  9.59538875e-03 
 2.99979884e-02  1.57584601e+00  9.59545271e-03 
 2.99982402e-02  1.57736129e+00  9.59551137e-03 
 2.99985301e-02  1.57910599e+00  9.59557885e-03 
 2.99989053e-02  1.58136363e+00  9.59566608e-03 
 2.99993608e-02  1.58410450e+00  9.59577225e-03 
 2.99999309e-02  1.58753493e+00  9.59590514e-03 
 3.00006478e-02  1.58883451e+00  9.59607198e-03 
 3.00015434e-02  1.59005611e+00  9.59628043e-03 
 3.00027872e-02  1.59175255e+00  9.59657001e-03 
 3.00046169e-02  1.59424821e+00  9.59699690e-03 
 3.00075440e-02  1.59824061e+00  9.59768019e-03 
 3.00121586e-02  1.60453469e+00  9.59875613e-03 
 3.00194118e-02  1.61442767e+00  9.60044608e-03 
 3.00310949e-02  1.58606868e+00  9.60316907e-03 
 3.00540988e-02  1.51198778e+00  9.60853550e-03 
 3.01001065e-02  1.25033642e+00  9.61926281e-03 
 3.01448902e-02  1.19146192e+00  9.62970392e-03 
 3.02091412e-02  1.09098964e+00  9.64468416e-03 
 3.02727669e-02  1.07760944e+00  9.65951038e-03 
 3.03288318e-02  1.13001637e+00  9.67257990e-03 
 3.03501890e-02  1.04363261e+00  9.67755840e-03 
 3.03547899e-02  1.01980974e+00  9.67862930e-03 
 3.03582030e-02  1.00213666e+00  9.67942453e-03 
 3.03592819e-02  9.96550172e-01  9.67967608e-03 
 3.03597222e-02  9.94270613e-01  9.67977880e-03 
 3.03598389e-02  9.93666034e-01  9.67980607e-03 
 3.03598629e-02  9.93541808e-01  9.67981166e-03 
 3.03598698e-02  9.93505924e-01  9.67981328e-03 
 3.03598798e-02  9.93454206e-01  9.67981561e-03 
 3.03598907e-02  9.93397978e-01  9.67981813e-03 
 3.03599023e-02  9.93338016e-01  9.67982083e-03 
 3.03599149e-02  9.93272522e-01  9.67982378e-03 
 3.03599269e-02  9.93210733e-01  9.67982657e-03 
 3.03599390e-02  9.93147713e-01  9.67982941e-03 
 3.03599508e-02  9.93086677e-01  9.67983217e-03 
 3.03599629e-02  9.93023899e-01  9.67983500e-03 
 3.03599748e-02  9.92962408e-01  9.67983777e-03 
 3.03599869e-02  9.92899765e-01  9.67984060e-03 
 3.03599996e-02  9.92833997e-01  9.67984356e-03 
 3.03600148e-02  9.92909809e-01  9.67984711e-03 
 3.03600318e-02  9.92999180e-01  9.67985107e-03 
 3.03600523e-02  9.93107191e-01  9.67985586e-03 
 3.03600761e-02  9.93232066e-01  9.67986139e-03 
 3.03601062e-02  9.93390878e-01  9.67986843e-03 
 3.03601438e-02  9.93588435e-01  9.67987719e-03 
 3.03601965e-02  9.93865559e-01  9.67988948e-03 
 3.03602715e-02  9.94260166e-01  9.67990698e-03 
 3.03604033e-02  9.94953424e-01  9.67993771e-03 
 3.03606669e-02  9.96339941e-01  9.67999921e-03 
 3.03611941e-02  9.99112973e-01  9.68012221e-03 
 3.03622485e-02  1.00465904e+00  9.68036796e-03 
 3.03643572e-02  1.01575117e+00  9.68085972e-03 
 3.03685747e-02  1.03793543e+00  9.68184363e-03 
 3.03770097e-02  1.08230396e+00  9.68380855e-03 
 3.03938797e-02  1.09139572e+00  9.68773973e-03 
 3.04197882e-02  1.16873190e+00  9.69377825e-03 
 3.04447886e-02  1.04078330e+00  9.69960470e-03 
 3.04706455e-02  1.13453885e+00  9.70563413e-03 
 3.05129075e-02  1.11494152e+00  9.71548603e-03 
 3.05452043e-02  1.05858498e+00  9.72301071e-03 
 3.05839375e-02  1.08786196e+00  9.73203246e-03 
 3.06364764e-02  1.08472940e+00  9.74427100e-03 
 3.06940847e-02  1.01507231e+00  9.75769458e-03 
 3.07471381e-02  1.06745538e+00  9.77005579e-03 
 3.08130099e-02  1.09458328e+00  9.78539920e-03 
 3.08812535e-02  1.17970251e+00  9.80129572e-03 
 3.09374227e-02  1.09260037e+00  9.81438306e-03 
 3.09942428e-02  1.07991704e+00  9.82761303e-03 
 3.10455047e-02  9.25181214e-01  9.83955146e-03 
 3.10864228e-02  1.10834891e+00  9.84908381e-03 
 3.11233547e-02  9.74691005e-01  9.85768103e-03 
 3.11706133e-02  1.17886927e+00  9.86869123e-03 
 3.12156434e-02  1.13745154e+00  9.87918087e-03 
 3.12429685e-02  1.08633412e+00  9.88554319e-03 
 3.12729043e-02  1.09152666e+00  9.89251492e-03 
 3.13229655e-02  1.08488629e+00  9.90416822e-03 
 3.13700856e-02  1.09913051e+00  9.91514149e-03 
 3.14431978e-02  1.22431456e+00  9.93217290e-03 
 3.15105999e-02  1.16747537e+00  9.94785946e-03 
 3.15612965e-02  1.06725945e+00  9.95965414e-03 
 3.16077035e-02  1.17153742e+00  9.97046187e-03 
 3.16509215e-02  1.04524590e+00  9.98053133e-03 
 3.17078374e-02  1.00032948e+00  9.99377359e-03 
 3.17410940e-02  1.12832569e+00  1.00015096e-02 
 3.17719044e-02  1.10817162e+00  1.00086771e-02 
 3.18109245e-02  1.13406686e+00  1.00177569e-02 
 3.18479069e-02  1.08484621e+00  1.00263674e-02 
 3.19088335e-02  1.14075861e+00  1.00405519e-02 
 3.19748944e-02  1.14763291e+00  1.00559219e-02 
 3.20748944e-02  1.19721214e+00  1.00791892e-02 
 3.21518125e-02  1.04453337e+00  1.00970839e-02 
 3.22267429e-02  1.15720860e+00  1.01145143e-02 
 3.23175190e-02  1.09677468e+00  1.01356425e-02 
 3.24175190e-02  1.08563444e+00  1.01588949e-02 
 3.24981010e-02  1.18278934e+00  1.01776338e-02 
 3.25726166e-02  1.02782144e+00  1.01949660e-02 
 3.26421282e-02  1.15679187e+00  1.02111313e-02 
 3.27098763e-02  1.11293283e+00  1.02268959e-02 
 3.27638415e-02  1.11831882e+00  1.02394435e-02 
 3.28247823e-02  9.94730548e-01  1.02536115e-02 
 3.28958384e-02  9.99042674e-01  1.02701367e-02 
 3.29551449e-02  1.00813203e+00  1.02839155e-02 
 3.30190652e-02  1.02419899e+00  1.02987730e-02 
 3.31190652e-02  1.07413088e+00  1.03220219e-02 
 3.32190652e-02  1.05131837e+00  1.03452603e-02 
 3.33190652e-02  1.06346586e+00  1.03685009e-02 
 3.34190652e-02  9.08067254e-01  1.03917415e-02 
 3.35190652e-02  1.04336603e+00  1.04149809e-02 
 3.36099379e-02  9.75654308e-01  1.04360971e-02 
 3.37099379e-02  1.12756070e+00  1.04593322e-02 
 3.38099379e-02  1.06031969e+00  1.04825651e-02 
 3.39099379e-02  1.11624248e+00  1.05057938e-02 
 3.40099379e-02  1.18126434e+00  1.05290233e-02 
 3.40756992e-02  1.04077794e+00  1.05442969e-02 
 3.41492938e-02  1.09588500e+00  1.05613825e-02 
 3.42281337e-02  1.09830667e+00  1.05796884e-02 
 3.43044120e-02  1.06257334e+00  1.05974054e-02 
 3.43855876e-02  1.33330291e+00  1.06162487e-02 
 3.44600628e-02  1.08494987e+00  1.06335336e-02 
 3.45413674e-02  1.08286851e+00  1.06524041e-02 
 3.46066359e-02  1.05079424e+00  1.06675533e-02 
 3.46835131e-02  1.07029340e+00  1.06854014e-02 
 3.47835131e-02  1.10172294e+00  1.07086007e-02 
 3.48835131e-02  1.06947759e+00  1.07318009e-02 
 3.49835131e-02  1.12401073e+00  1.07550053e-02 
 3.50835131e-02  9.68277451e-01  1.07782059e-02 
 3.51814807e-02  1.07105072e+00  1.08009327e-02 
 3.52814807e-02  9.41153547e-01  1.08241332e-02 
 3.53814807e-02  8.60646779e-01  1.08473309e-02 
 3.54477510e-02  9.34664290e-01  1.08627044e-02 
 3.55118177e-02  1.10400466e+00  1.08775623e-02 
 3.55723558e-02  1.09945846e+00  1.08916010e-02 
 3.56311443e-02  1.05422790e+00  1.09052366e-02 
 3.56877736e-02  9.80393381e-01  1.09183658e-02 
 3.57556753e-02  9.37503861e-01  1.09341060e-02 
 3.58029989e-02  1.01773520e+00  1.09450760e-02 
 3.58524790e-02  1.08616869e+00  1.09565422e-02 
 3.58987885e-02  1.04335328e+00  1.09672809e-02 
 3.59457771e-02  9.58269250e-01  1.09781827e-02 
 3.59924024e-02  9.75149439e-01  1.09889943e-02 
 3.60564181e-02  9.72513718e-01  1.10038351e-02 
 3.61156156e-02  9.77356948e-01  1.10175583e-02 
 3.62156156e-02  1.04895190e+00  1.10407319e-02 
 3.62873178e-02  9.55816640e-01  1.10573512e-02 
 3.63662021e-02  9.77554393e-01  1.10756342e-02 
 3.64376632e-02  1.00631338e+00  1.10921887e-02 
 3.65122283e-02  9.23422047e-01  1.11094597e-02 
 3.65867889e-02  9.38408014e-01  1.11267382e-02 
 3.66867889e-02  9.33979858e-01  1.11499116e-02 
 3.67792788e-02  1.08124695e+00  1.11713350e-02 
 3.68792788e-02  9.85806818e-01  1.11944963e-02 
 3.69792788e-02  1.16254336e+00  1.12176546e-02 
 3.70792788e-02  8.84940705e-01  1.12408197e-02 
 3.71723603e-02  1.01916233e+00  1.12623757e-02 
 3.72577836e-02  9.57163871e-01  1.12821500e-02 
 3.73577836e-02  1.03324549e+00  1.13052987e-02 
 3.74577836e-02  9.57022391e-01  1.13284544e-02 
 3.75577836e-02  1.17799517e+00  1.13516015e-02 
 3.76577836e-02  9.07041155e-01  1.13747487e-02 
 3.77556418e-02  8.58757189e-01  1.13973994e-02 
 3.78213792e-02  9.32748239e-01  1.14126174e-02 
 3.78812188e-02  1.00451594e+00  1.14264600e-02 
